#{"t_start": 1769102440.7466047, "env_id": "None"}
r,l,t
23.0,500,48.047803
18.49,41,48.086343
18.94,56,48.137885
19.41,59,48.186929
18.11,39,48.210948
18.88,42,48.238476
19.14,36,48.262501
18.65,35,48.290524
18.19,41,48.330556
18.8,50,48.365095
21.68,102,48.453675
20.1,70,50.055608
18.56,34,50.085637
18.73,37,50.11716
18.64,36,50.142177
19.09,51,50.179718
19.18,42,50.204239
18.84,36,50.23026
20.28,72,50.294321
19.99,61,50.333354
18.86,34,50.353399
22.65,105,50.421032
18.54,36,50.452062
40.04,436,50.766845
18.65,35,50.788864
18.9,60,50.835404
18.19,41,50.869442
18.54,36,50.900967
23.35,125,50.995556
18.83,37,51.03208
18.91,39,55.198102
19.07,33,55.216118
18.66,44,55.257151
19.93,47,55.292181
18.85,35,55.320204
19.27,43,55.36575
18.75,35,55.385767
18.86,34,55.405783
27.53,177,55.561921
19.52,38,55.597957
18.96,34,55.629484
21.98,92,55.700262
19.14,36,55.723807
19.35,35,55.743849
23.44,116,55.84995
18.54,36,55.885488
18.83,47,55.920017
19.71,49,55.949538
19.3,50,55.999603
19.49,41,56.025129
19.91,49,56.057655
19.52,58,56.778803
19.55,35,56.805328
21.79,81,56.853865
18.63,37,56.882386
19.87,43,56.92393
19.4,40,56.948949
18.61,39,56.972975
28.46,194,57.130162
19.6,40,57.165701
20.07,63,57.220243
18.94,36,57.241262
18.92,68,57.305329
19.68,52,57.338856
18.42,38,57.374397
19.61,49,57.421934
20.24,56,57.466475
18.93,37,57.500003
18.96,44,61.996944
18.42,38,62.033976
18.65,55,62.080014
18.56,44,62.105539
19.61,39,62.134064
18.12,38,62.173101
19.11,39,62.202626
18.56,34,62.223644
18.84,36,62.245663
18.59,41,62.279191
20.38,72,62.34375
20.16,54,62.397302
19.77,53,62.433333
18.42,48,62.461351
19.91,39,62.496389
18.89,41,62.523938
18.83,37,62.547982
18.77,43,62.574005
22.17,83,62.64206
19.33,37,62.674598
18.12,38,62.713636
20.03,57,62.765175
19.3,50,62.801203
18.84,36,62.840242
19.04,46,62.882286
19.54,36,62.900801
18.85,35,62.938839
18.77,43,62.981379
18.32,38,63.004906
19.45,45,63.032223
19.17,43,63.06276
19.17,33,63.090293
18.3,40,63.124325
19.05,35,63.159853
19.63,47,63.19839
19.13,37,63.47213
18.8,40,63.506658
19.25,35,63.537187
19.25,35,63.557202
19.66,44,63.595237
18.81,39,63.625764
18.15,35,63.658292
19.46,34,63.695328
19.35,35,63.718351
19.6,40,63.744907
18.84,36,63.778432
19.01,39,63.818468
18.66,34,63.851997
20.43,47,68.073596
18.14,36,68.108627
18.95,35,68.141153
19.55,35,68.169678
19.26,34,68.196704
22.5,110,68.281272
19.36,54,68.330817
19.42,58,68.373362
20.26,34,68.398885
19.3,40,68.444432
20.22,58,68.495481
27.16,164,68.636105
19.79,41,68.673136
18.74,36,68.694658
18.92,38,68.717674
19.36,34,68.747199
19.42,38,68.781228
19.56,34,68.803751
34.35,225,68.98192
18.72,38,69.017451
20.26,34,69.042975
19.92,38,69.08201
19.63,37,69.117044
19.52,38,69.143581
19.02,38,69.1696
19.69,51,69.220649
19.32,38,69.246172
19.09,51,69.294214
18.93,47,69.327743
19.96,34,69.348762
18.76,34,69.368778
18.35,35,69.403321
19.55,35,69.427383
19.3,40,69.454939
19.96,54,69.505984
19.43,37,69.542019
19.66,34,69.572043
19.56,34,69.602576
19.39,41,69.63611
18.75,35,69.658127
22.44,106,74.227539
19.47,33,74.261061
19.77,43,74.302102
20.11,49,74.33563
20.53,47,74.380662
19.15,35,74.41069
21.19,51,74.443721
20.33,37,74.477247
19.81,39,74.512271
20.17,43,74.548302
19.76,34,74.580827
19.58,42,74.610857
19.79,51,74.6594
19.51,49,74.706494
19.27,33,74.741019
19.46,44,74.77305
20.57,53,74.823589
19.73,47,74.864625
19.26,44,74.909659
19.47,43,74.953203
19.75,35,74.986734
19.64,56,75.045794
19.87,43,75.087831
19.35,35,75.123863
20.32,58,75.183919
19.67,33,75.218951
19.35,35,75.246476
20.23,37,75.288016
19.45,35,75.318544
19.56,44,75.35458
19.27,33,75.375599
19.03,47,75.415137
20.81,39,75.445661
20.53,37,75.476188
19.45,35,75.511215
20.48,42,75.550248
19.57,33,75.582277
20.46,74,75.642829
24.89,131,75.765447
20.49,41,75.800473
30.1,220,75.967617
19.44,36,75.993643
20.02,38,76.034683
19.75,35,80.438251
19.34,36,80.470773
19.69,41,80.504309
20.41,39,80.542339
19.53,37,80.570361
19.29,41,80.612405
20.43,67,80.66695
19.48,42,80.699975
27.54,146,81.077533
19.76,34,81.103554
19.35,35,81.134077
19.04,36,81.172112
19.45,35,81.19264
19.5,50,81.222156
19.66,34,81.243176
19.84,36,81.2747
20.76,64,81.317234
19.56,34,81.34276
21.69,41,81.385793
19.55,35,81.416823
18.85,35,81.44086
19.47,33,81.472909
20.08,42,81.51595
20.78,62,81.571491
19.88,42,81.608003
19.58,52,81.643001
19.24,36,81.667002
19.97,43,81.696511
19.86,34,81.728511
18.96,34,81.765511
19.46,34,81.79802
21.22,58,81.85002
19.17,33,81.883023
21.16,54,81.936529
19.77,33,81.958529
19.69,41,81.984533
20.05,45,82.011041
19.35,45,82.055041
20.41,39,82.092551
20.15,55,82.129551
19.26,34,82.164552
19.62,48,82.212062
20.35,55,82.265754
20.41,39,82.300782
19.17,33,82.331304
19.35,35,82.367338
18.63,47,82.402367
19.91,39,86.750377
20.41,49,86.798421
19.45,35,86.830447
21.6,60,86.887499
19.75,35,86.919026
19.56,34,86.944549
21.06,44,86.988996
20.25,35,87.020027
22.32,58,87.078081
20.26,44,87.113118
28.52,168,87.244226
18.66,34,87.271253
19.66,34,87.307784
19.16,34,87.332306
18.82,38,87.35783
20.27,33,87.388354
19.44,36,87.425386
19.35,35,87.450913
19.76,34,87.75637
19.63,37,87.778417
20.07,33,87.806963
19.63,37,87.845001
19.69,41,87.88654
19.95,35,87.920569
20.17,33,87.953604
19.32,38,87.995645
19.24,36,88.028178
19.77,33,88.055209
21.22,68,88.117263
20.06,34,88.152297
19.15,35,88.18133
20.06,34,88.21786
20.27,53,88.268914
19.64,36,88.305952
19.97,33,88.325969
23.5,100,88.404534
34.4,500,92.938722
20.95,45,92.968251
20.5,40,92.997774
24.01,89,93.076851
19.73,37,93.108376
20.77,33,93.145412
20.32,38,93.173961
21.05,35,93.200008
20.07,33,93.232037
19.9,40,93.27157
19.67,43,93.305116
19.77,33,93.330142
20.47,43,93.364682
20.16,34,93.399209
20.34,36,93.432239
21.08,42,93.456257
20.67,43,93.504307
19.65,35,93.529323
20.06,34,93.54934
19.89,41,93.586895
19.13,37,93.610412
20.43,37,93.633431
21.58,62,93.679968
20.07,33,93.70899
20.17,33,93.744026
20.8,40,93.780053
21.82,68,93.848111
19.63,37,93.875653
20.5,40,93.906189
20.27,33,93.937716
19.75,35,93.965243
19.92,38,94.000271
19.35,35,94.292123
19.44,36,94.321644
19.75,35,94.340656
20.65,55,94.388255
20.94,36,94.40827
20.36,44,94.446306
21.61,59,94.50135
20.13,47,94.535882
20.45,35,94.560403
19.73,37,94.593934
20.93,37,94.623458
20.33,37,94.649978
20.43,37,94.675999
19.16,34,94.704523
21.26,34,94.725537
19.63,37,94.756061
21.22,48,94.803602
20.87,43,94.840127
20.45,35,99.136432
20.47,33,99.168463
19.75,35,99.192992
20.74,36,99.232025
19.9,50,99.278566
20.47,33,99.300114
19.22,38,99.338656
19.94,36,99.367684
21.15,35,99.388701
20.27,33,99.415227
20.15,35,99.452261
19.75,35,99.477781
20.33,37,99.510807
19.76,34,99.54635
19.94,36,99.568872
20.08,42,99.594902
23.02,58,99.648441
20.07,33,99.681989
20.27,33,99.714516
20.87,33,99.744038
19.86,34,99.775071
20.62,48,99.805597
20.88,62,99.866149
20.58,42,99.906182
20.65,35,99.931702
19.55,35,99.950715
21.12,48,99.988755
21.47,63,100.035297
20.46,34,100.055338
21.87,33,100.076875
21.3,50,100.115909
20.66,34,100.147435
19.43,37,100.183976
19.87,33,100.209027
20.14,36,100.2346
21.12,48,100.266697
20.23,37,100.297237
20.18,42,100.327763
20.51,49,100.368305
19.77,33,100.400334
21.82,38,100.433865
21.25,45,100.465894
21.34,46,100.509929
20.17,33,100.540961
22.27,53,100.586514
19.84,46,100.893836
20.46,34,100.922361
20.05,35,100.949378
20.78,52,100.994427
20.23,57,101.03846
19.54,36,101.067489
20.96,54,105.565663
19.97,33,105.600192
20.11,39,105.638727
19.97,33,105.665256
22.26,74,105.727811
20.45,35,105.746827
20.03,47,105.790865
19.85,35,105.824401
20.47,33,105.845419
21.08,42,105.878457
20.12,38,105.915489
20.68,42,105.95253
21.85,65,106.01057
21.66,34,106.044096
20.45,35,106.078622
21.75,55,106.130666
19.33,37,106.170197
20.57,33,106.200224
20.85,35,106.223247
19.77,33,106.251771
20.37,33,106.275793
19.77,33,106.301316
20.23,37,106.321331
16.23,37,106.376875
15.21,179,106.513498
13.86,214,106.688146
14.8,120,106.760206
13.81,219,106.930859
14.35,265,107.146631
14.29,171,111.615995
13.96,104,111.946055
14.64,136,112.075174
14.64,136,112.195291
14.88,112,112.275367
15.82,118,112.377504
13.68,132,112.501625
13.2,180,112.666025
13.41,159,112.809167
13.86,114,112.894253
16.9,110,112.986349
15.02,98,113.057963
16.73,127,113.174601
14.88,112,113.277194
15.78,122,113.375789
15.95,105,113.45739
13.91,109,117.869126
15.22,78,117.93621
16.07,93,118.024294
13.92,108,118.117379
14.9,110,118.216969
13.95,105,118.316564
14.34,166,118.688418
15.93,107,118.773997
15.07,93,118.841062
16.02,98,118.920633
17.55,145,119.006283
16.2,80,119.084861
15.04,96,119.158426
14.97,103,119.246508
13.94,106,119.318574
14.97,103,119.407658
14.77,123,119.51075
14.86,114,119.613358
14.01,99,119.699981
15.15,185,124.152524
15.16,84,124.230085
17.22,78,124.276715
14.2,80,124.353799
14.98,102,124.429357
16.02,98,124.508949
16.07,93,124.596532
17.02,98,124.684116
16.1,90,124.758677
15.93,107,124.852764
14.85,115,124.937837
15.01,99,125.291069
16.21,79,125.353622
17.01,99,125.43019
13.98,102,125.496777
16.2,80,125.572853
16.06,94,125.646932
13.95,105,125.728006
15.08,92,125.790575
14.91,109,125.877652
16.14,86,125.94421
14.99,101,130.425394
14.86,114,130.533499
16.01,99,130.62259
15.13,87,130.683647
16.1,90,130.756711
17.12,88,130.830294
16.33,67,130.890344
17.02,98,130.96642
15.23,77,131.038491
16.23,77,131.098046
14.88,112,131.201151
15.33,67,131.265208
17.15,85,131.327765
15.11,89,131.408343
15.05,95,131.488417
15.09,91,131.556487
12.92,108,131.656082
15.3,70,131.718642
14.11,89,132.054436
17.14,86,132.120504
15.15,85,132.192068
15.31,69,132.252625
16.16,84,132.317185
15.14,86,132.398766
13.01,99,137.022607
16.12,88,137.106193
16.21,79,137.181266
14.11,89,137.262836
14.18,82,137.321394
15.14,86,137.400463
15.07,93,137.481042
15.15,85,137.544612
15.24,76,137.620177
14.13,87,137.673727
18.29,71,137.741791
16.2,80,137.799337
15.27,73,137.870815
15.3,70,137.928869
15.17,83,138.000944
15.08,92,138.076823
15.22,78,138.148896
14.18,82,138.213963
15.29,71,138.280519
16.24,76,138.333575
14.23,77,138.406639
16.25,75,138.473199
14.28,72,138.530751
14.36,64,138.586305
16.27,73,138.648875
16.28,72,143.351037
14.32,68,143.4156
15.12,88,143.48516
16.13,87,143.541703
17.29,71,143.615786
14.27,73,143.671333
14.34,66,143.733392
16.34,66,143.794165
14.22,78,143.842205
14.19,81,143.899841
15.17,83,143.971444
16.23,77,144.047346
16.3,70,144.104398
16.39,61,144.162684
14.26,74,144.232251
17.28,72,144.28631
17.34,66,144.341852
16.06,94,144.430435
16.07,93,144.505505
15.09,91,144.576073
15.12,88,144.63312
17.26,74,144.708695
14.28,72,144.765747
14.27,73,144.829308
16.22,78,144.904883
16.4,60,144.948017
14.26,74,144.993089
15.34,66,149.512121
16.16,84,149.587188
14.19,81,149.667767
16.32,68,149.740834
15.39,61,149.787378
15.3,70,149.859446
15.3,70,150.203949
15.13,87,150.282515
15.13,87,150.346591
15.19,81,150.427196
14.34,66,150.474771
17.19,81,150.545849
17.36,64,150.60441
15.73,127,150.719521
17.25,75,150.785084
15.37,63,150.85415
15.32,68,150.904197
16.32,68,150.95224
17.11,89,151.03182
16.32,68,151.094379
16.32,68,151.161945
16.35,65,151.204994
15.26,74,151.27405
15.3,70,151.327608
14.31,69,151.387657
15.23,77,151.461728
16.11,89,151.535302
15.95,105,156.341741
15.29,71,156.411807
15.09,91,156.487879
15.34,66,156.552438
14.29,71,156.600486
15.31,69,156.673049
17.15,85,156.757135
15.31,69,156.817693
14.26,74,156.893258
15.33,67,156.958323
15.21,79,157.02639
17.34,66,157.095951
15.29,71,157.446839
14.25,75,157.517907
15.26,74,157.584471
13.03,97,157.682583
15.42,58,157.738138
13.13,87,157.825219
14.09,91,157.912796
15.29,71,157.97736
15.31,69,158.026436
14.32,68,158.099277
16.13,87,158.186855
15.38,62,158.230396
18.01,99,158.337501
14.12,88,158.418081
15.24,76,158.485641
15.3,70,163.217101
16.36,64,163.274147
15.3,70,163.334703
16.35,65,163.380748
15.31,69,163.431794
14.89,111,163.542897
15.3,70,163.601952
14.27,73,163.664037
14.29,71,163.738606
16.35,65,163.787194
15.3,70,163.849242
16.23,77,163.918804
15.31,69,163.991372
14.33,67,164.039979
16.34,66,164.086585
15.06,94,164.180166
14.36,64,164.244725
16.22,78,164.314288
16.17,83,164.779134
14.37,63,164.83919
14.31,69,164.90677
16.31,69,164.978333
14.27,73,165.04339
15.26,74,165.102444
14.29,71,165.150495
14.3,70,165.208051
14.34,66,165.261594
14.25,75,165.323152
15.35,65,170.112093
15.26,74,170.182656
15.35,65,170.237216
15.27,73,170.308782
15.27,73,170.376854
14.29,71,170.451924
15.36,64,170.498464
14.31,69,170.568534
16.37,63,170.633095
16.29,71,170.704159
16.16,84,170.767796
15.35,65,170.832376
14.36,64,170.88643
15.27,73,170.939482
17.37,63,171.002535
16.38,62,171.062097
16.35,65,171.121657
16.15,85,171.21174
15.34,66,171.272799
17.34,66,171.33136
16.09,91,171.411932
15.21,79,171.48801
16.37,63,171.541059
15.32,68,171.598115
15.29,71,171.664179
14.27,73,172.311564
16.35,65,172.360655
14.24,76,172.432717
15.39,61,172.478262
17.22,78,172.527313
15.27,73,177.348415
17.39,61,177.414973
14.39,61,177.468025
14.29,71,177.527345
14.34,66,177.586991
16.1,90,177.665562
15.38,62,177.711196
17.4,60,177.761272
14.13,87,177.851368
16.4,60,177.903915
14.33,67,177.968988
15.37,63,178.024546
14.39,61,178.089605
15.4,60,178.151165
15.1,90,178.220231
14.35,65,178.264268
15.34,66,178.334841
15.33,67,178.396904
16.13,87,178.475482
14.38,62,178.530534
15.34,66,178.581079
15.32,68,178.649151
15.39,61,178.712205
14.17,83,178.778332
14.33,67,178.845399
16.04,96,178.941239
16.41,59,178.990785
15.41,59,179.050347
14.37,63,179.101892
14.28,72,183.969618
15.23,77,184.039182
15.37,63,184.717465
15.39,61,184.754045
15.17,83,184.806592
14.03,97,184.897668
15.31,69,184.944713
17.28,72,185.008778
15.26,74,185.05782
14.38,62,185.112366
15.36,64,185.155481
14.31,69,185.222552
14.16,84,185.289639
14.27,73,185.358708
16.27,73,185.418764
15.23,77,185.486837
15.35,65,185.558906
15.3,70,185.616016
14.34,66,185.69109
15.3,70,185.74665
14.27,73,185.82824
14.27,73,185.897836
15.42,58,185.959397
15.21,79,186.032465
14.42,58,186.080012
14.1,90,186.166095
15.39,61,186.219659
17.34,66,186.262198
14.05,95,186.342775
15.34,66,190.9704
15.29,71,191.030457
15.41,59,191.091514
16.22,78,191.164584
15.4,60,191.21063
15.36,64,191.283198
15.2,80,191.34126
15.42,58,191.404825
15.41,59,191.44787
15.44,56,192.637864
15.31,69,192.676952
15.38,62,192.734608
15.27,73,192.787155
15.37,63,192.853206
14.31,69,192.918771
16.43,57,192.967314
15.4,60,193.034373
15.2,80,193.112446
16.39,61,193.160497
15.42,58,193.222555
16.36,64,193.284112
14.41,59,193.341671
15.38,62,193.392217
14.38,62,193.436318
15.37,63,193.500384
15.44,56,193.558947
15.2,80,193.634015
15.27,73,193.700628
14.39,61,193.760686
16.34,66,193.816741
14.3,70,193.877799
15.42,58,198.591951
16.36,64,198.646536
17.44,56,198.706592
15.43,57,198.748194
16.39,61,198.788298
14.33,67,198.857363
15.39,61,198.895399
16.13,87,198.98199
16.44,56,199.039053
16.29,71,199.093109
15.34,66,199.149669
15.42,58,199.207397
16.44,56,199.261449
14.37,63,199.312999
14.38,62,199.374068
14.38,62,199.432624
15.39,61,199.475673
15.39,61,200.579914
16.39,61,200.624451
15.41,59,200.665975
14.25,75,200.74098
16.39,61,200.780488
15.43,57,200.839491
14.37,63,200.898998
16.4,60,200.963508
15.39,61,201.032511
14.24,76,201.091018
15.41,59,201.15706
15.29,71,201.21106
15.26,74,201.290571
14.41,59,201.356606
16.37,63,201.411768
15.36,64,206.340749
15.32,68,206.404816
14.34,66,206.465019
14.29,71,206.537588
14.33,67,206.599146
15.41,59,206.661705
13.21,79,206.719761
15.33,67,206.784829
14.34,66,206.856899
14.34,66,206.918958
16.31,69,206.979516
14.3,70,207.048081
14.34,66,207.102133
17.36,64,207.171201
16.37,63,207.217746
15.38,62,207.261289
15.4,60,207.310839
15.37,63,207.369399
17.37,63,207.418947
15.15,85,207.483008
16.41,59,207.548071
14.31,69,207.59912
15.36,64,207.66819
16.39,61,208.533035
16.2,80,208.603096
15.3,70,208.648133
13.23,77,208.719777
13.22,78,208.781337
14.42,58,208.827881
14.38,62,208.881935
16.38,62,208.940992
16.37,63,213.531499
15.43,57,213.594063
17.31,69,213.651614
18.35,65,213.702162
15.36,64,213.75521
14.34,66,213.80676
16.34,66,213.858306
14.4,60,213.923365
14.23,77,213.974422
14.34,66,214.038477
15.42,58,214.093091
15.41,59,214.137129
15.41,59,214.179168
16.33,67,214.229713
15.4,60,214.29077
16.4,60,214.347826
14.34,66,214.408887
14.35,65,214.468943
14.34,66,214.510983
16.38,62,214.566544
15.41,59,214.626284
14.29,71,214.675415
15.42,58,214.735454
14.37,63,214.799029
15.43,57,214.859085
15.41,59,214.907632
16.31,69,214.970687
15.38,62,215.026744
15.29,71,215.08681
16.33,67,215.149892
15.13,87,215.96007
16.38,62,216.013113
18.41,59,220.594955
15.32,68,220.663012
16.37,63,220.729083
14.43,57,220.779135
15.4,60,220.840193
15.41,59,220.888246
14.34,66,220.943297
18.4,60,221.005864
17.37,63,221.065921
15.41,59,221.125481
15.4,60,221.162009
15.38,62,221.213565
15.36,64,221.26912
15.38,62,221.325737
15.36,64,221.381285
15.27,73,221.443842
16.4,60,221.499401
16.39,61,221.541437
14.41,59,221.600499
15.38,62,221.646044
15.32,68,221.702134
14.2,80,221.788235
18.37,63,221.828343
14.33,67,221.895438
14.43,57,221.954491
15.42,58,222.011575
14.26,74,222.07514
14.41,59,222.13169
16.4,60,222.19325
15.44,56,222.249802
17.41,59,222.28784
15.42,58,222.342393
14.26,74,227.058018
15.4,60,227.121576
16.38,62,227.185644
15.37,63,227.246695
14.32,68,227.300752
15.37,63,227.354838
15.4,60,227.800077
15.42,58,227.851619
15.41,59,227.891159
15.34,66,227.966235
19.82,118,228.056324
22.78,122,228.152411
20.86,114,228.25201
20.81,119,228.366621
20.85,115,228.455708
-17.07,107,228.560302
19.89,111,228.680433
20.73,127,228.807568
-17.09,109,228.933697
20.93,107,229.040301
20.95,105,229.137896
19.98,102,229.246001
-17.13,113,229.333084
22.82,118,234.164428
20.81,119,234.274601
20.73,127,234.390191
19.79,121,234.502023
22.97,103,234.609634
19.89,111,234.696822
19.77,123,234.821436
-18.12,112,235.426157
21.73,127,235.5141
20.75,125,235.638731
19.82,118,235.730838
19.95,105,235.813936
20.9,110,235.911028
20.71,129,236.036155
-17.18,118,236.14329
19.34,166,236.295946
19.0,200,241.19571
21.01,99,241.278784
19.67,133,241.416912
22.86,114,241.533038
19.94,106,241.643143
20.66,134,241.767258
22.86,114,241.87633
21.87,113,241.981925
25.92,108,242.079541
21.84,116,242.199659
-17.02,102,242.285303
19.62,138,243.012119
20.91,109,243.095692
21.9,110,243.191777
21.82,118,243.293372
19.93,107,243.401978
20.85,115,243.496066
-17.17,117,243.602167
-17.28,128,248.301469
21.81,119,248.414639
20.55,145,248.536752
19.75,125,248.645347
19.85,115,248.76195
20.97,103,248.865559
22.78,122,248.990683
21.3,170,249.135336
-17.26,126,249.269965
-17.32,132,249.408701
-17.16,116,249.537331
-18.54,154,249.657996
20.81,119,249.768096
20.75,125,250.395192
-17.33,133,250.511812
19.66,134,255.446816
19.79,121,255.565442
-17.24,124,255.665536
21.85,115,255.78214
20.18,182,255.950825
23.84,116,256.076465
-17.09,109,256.157047
-17.15,115,256.263177
22.87,113,256.354322
20.85,115,256.467438
22.37,163,256.620077
-17.06,106,256.722173
20.87,113,256.822265
19.91,109,256.936377
20.85,115,257.04961
22.83,117,257.16672
19.9,110,257.283822
22.79,121,262.336158
19.84,116,263.490195
-17.2,120,263.579318
19.71,129,263.696427
19.79,121,263.806533
20.49,151,263.949696
21.79,121,264.063302
22.45,155,264.184415
20.85,115,264.296036
21.62,138,264.430162
20.81,119,264.55328
20.56,144,264.6869
22.8,120,264.801533
20.75,125,264.898118
21.73,127,265.013231
19.76,124,265.128262
20.82,118,269.916474
-17.17,117,270.01207
22.78,122,270.125178
19.21,179,270.308863
19.83,117,270.41147
19.44,156,271.344993
18.93,207,271.549254
20.63,137,271.678382
23.81,119,271.788496
19.76,124,271.908674
20.81,119,272.01728
20.96,104,272.121391
-17.43,143,272.253538
19.64,136,272.371158
20.44,156,272.509801
23.84,116,277.328238
20.75,125,277.439355
22.86,114,277.544959
20.43,157,277.699118
21.81,119,277.797212
20.55,145,277.935847
19.51,149,278.040041
20.4,160,278.20222
20.81,119,278.891707
-17.38,138,279.014821
-17.29,129,279.11892
20.85,115,279.201506
21.17,183,279.374668
-17.12,112,279.469262
20.79,121,279.564359
20.6,140,279.684982
22.99,101,284.530215
19.69,131,284.648523
20.88,112,284.769148
20.66,134,284.869817
22.85,115,284.956399
21.53,147,285.086524
20.78,122,285.201641
21.69,131,285.324757
21.95,105,285.420861
21.37,163,285.572507
22.55,145,285.697189
20.65,135,286.217076
20.67,133,286.326942
22.52,148,286.45607
19.86,114,286.547162
23.55,145,291.218847
21.9,110,291.311944
21.92,108,291.42255
23.89,111,291.537152
23.9,110,291.638752
20.8,120,291.758864
23.84,116,291.873502
22.43,157,292.02416
18.45,255,292.263462
22.77,123,292.372597
19.8,120,292.487202
23.47,153,292.604311
21.86,114,292.708907
21.59,141,292.81657
19.7,130,292.922676
20.95,105,293.312644
20.73,127,298.088677
20.74,126,298.218068
21.3,170,298.380736
19.92,108,298.481333
20.82,118,298.602949
19.57,143,298.751603
19.78,122,298.857222
-17.25,125,298.975836
20.66,134,299.106961
21.97,103,299.206557
23.82,118,299.314663
19.2,180,299.456892
20.58,142,299.587049
19.94,106,299.680142
22.92,108,299.784853
20.93,107,299.88158
21.48,152,304.901731
21.93,107,305.007318
22.89,111,305.109422
20.96,104,305.491688
24.7,130,305.604787
20.96,104,305.686366
22.93,107,305.778964
22.9,110,305.883584
20.95,105,305.986181
24.76,124,306.106796
22.92,108,306.216903
20.39,361,306.537218
-17.06,106,306.634816
22.93,107,306.738938
20.66,134,306.856052
20.94,106,306.967162
20.9,110,311.811597
20.47,153,311.952732
20.82,118,312.071349
21.39,161,312.226301
20.83,117,312.341416
24.83,117,312.447011
21.86,114,312.80348
19.97,103,312.894577
22.99,101,312.990165
22.94,106,313.076802
20.95,105,313.188408
20.85,115,313.304522
23.66,134,313.434145
20.92,108,313.529232
20.96,104,313.630828
21.87,113,313.73042
20.96,104,313.830016
23.87,113,318.624317
21.88,112,318.742439
23.85,115,318.831023
21.98,102,318.920128
21.88,112,319.018215
-17.09,109,319.120345
20.8,120,319.207412
22.64,136,319.341542
21.81,119,319.45715
22.91,109,319.555246
20.89,111,319.666849
23.01,99,320.296071
23.93,107,320.381646
19.38,162,320.538782
23.94,106,320.643877
20.71,129,320.76164
20.91,109,320.87115
19.88,112,320.949659
19.94,106,326.12655
-19.78,178,326.302721
22.88,112,326.408318
22.69,131,326.54095
19.91,109,326.646549
21.82,118,326.750656
20.89,111,326.861757
19.6,140,327.003514
20.96,104,327.074107
21.88,112,327.153729
20.92,108,327.250324
22.77,123,327.365441
21.88,112,327.470545
21.89,111,327.576094
23.88,112,328.294391
21.1,190,328.470076
-17.45,145,333.200644
20.89,111,333.306736
21.97,103,333.404827
23.58,142,333.518991
21.96,104,333.608073
21.15,185,333.779846
21.96,104,333.88044
19.76,124,333.995546
20.9,110,334.090186
22.93,107,334.201789
20.74,126,334.300894
24.97,103,334.402494
-17.34,134,334.528606
20.84,116,334.63821
21.93,107,334.713783
19.85,115,334.818892
20.76,124,334.902544
20.83,117,334.991123
20.6,140,340.148312
22.74,126,340.239898
21.21,179,340.40807
22.91,109,340.511172
22.81,119,340.619791
21.9,110,340.699887
21.9,110,340.793484
20.92,108,340.893582
-17.41,141,341.038225
20.28,172,341.199839
22.88,112,341.302441
20.75,125,341.384018
19.91,109,341.491185
21.02,98,341.560755
-17.07,107,341.658339
21.74,126,341.777452
20.96,104,346.459809
21.96,104,346.556913
21.57,143,346.682812
20.79,121,346.804446
21.63,137,346.924653
21.9,110,347.741669
20.98,102,347.814749
19.63,137,347.936461
22.93,107,348.037096
