#{"t_start": 1769102440.7466047, "env_id": "None"}
r,l,t
19.43,37,94.387255
19.94,36,94.40827
19.86,44,94.445305
20.26,34,94.476827
20.45,35,94.507353
19.97,33,94.531879
21.61,69,94.589927
20.93,37,94.61595
20.54,46,94.650981
19.77,33,94.672999
22.8,50,94.712033
20.62,48,94.746553
21.52,58,94.803602
23.22,88,99.146941
20.05,35,99.176973
20.04,36,99.208501
20.07,33,99.240533
20.55,35,99.276566
20.42,38,99.301126
20.95,35,99.336657
20.36,34,99.362178
20.18,42,99.391206
19.45,35,99.423737
19.86,34,99.455261
20.27,33,99.478781
21.57,33,99.508304
20.47,33,99.543345
20.96,34,99.564868
20.19,41,99.590903
20.87,33,99.616917
19.95,35,99.651948
20.36,34,99.685992
20.64,56,99.738531
19.95,35,99.772069
21.31,39,99.797093
21.27,33,99.822614
22.12,58,99.881163
20.83,37,99.915689
25.78,102,99.984755
23.78,92,100.04881
21.12,48,100.082384
20.44,36,100.106401
29.8,150,100.2346
20.41,39,100.260159
19.97,33,100.288728
20.47,33,100.317255
22.21,69,100.366302
21.06,34,100.398831
20.44,56,100.444375
23.71,59,100.495421
20.7,40,100.535455
21.43,57,100.582514
20.27,33,100.87782
19.93,37,100.910847
20.17,33,100.936869
20.46,34,100.958887
21.16,34,100.994427
20.45,35,101.018443
19.76,34,101.048966
20.95,35,105.538138
21.52,68,105.591687
23.06,64,105.653745
20.68,42,105.681772
21.64,36,105.719302
19.75,35,105.740822
19.74,36,105.767843
21.09,51,105.820395
20.05,35,105.841418
22.37,33,105.867435
19.56,34,105.897473
19.56,34,105.934511
20.76,34,105.961036
20.66,34,105.990555
20.69,41,106.028079
20.17,33,106.061111
21.06,34,106.093638
21.78,52,106.145181
20.83,37,106.183213
19.56,34,106.21023
22.44,36,106.232754
20.72,48,106.273793
20.63,37,106.302319
20.86,34,106.320328
17.53,37,106.375876
15.71,129,106.460442
16.34,66,106.526006
15.89,211,106.694654
14.05,195,106.824764
15.26,74,106.895828
16.87,113,106.973396
15.25,75,107.034452
19.24,76,107.090081
13.77,123,107.196675
17.25,75,111.588472
14.17,83,111.652027
17.01,99,111.990095
15.55,145,112.121226
16.31,69,112.183783
15.35,65,112.240835
15.28,72,112.282383
16.26,74,112.351963
15.5,150,112.488611
14.91,109,112.590462
14.2,80,112.661023
18.28,72,112.725587
14.83,117,112.829183
14.68,132,112.930281
15.48,52,112.976321
15.84,116,113.061483
13.8,120,113.171598
14.63,137,113.288206
17.74,126,113.398326
15.2,80,113.45739
14.07,93,113.540488
17.24,76,117.919193
18.37,63,117.974243
19.31,69,118.044313
14.5,150,118.176432
17.96,104,118.276023
14.17,83,118.337582
16.92,108,118.6649
17.06,94,118.739963
17.24,76,118.808028
17.38,62,118.846065
15.13,87,118.92013
16.22,78,118.962679
16.32,68,119.005283
16.41,59,119.064344
15.26,74,119.116389
14.25,75,119.186457
14.94,106,119.278036
18.35,65,119.314574
15.25,75,119.371623
17.94,106,119.46471
19.51,49,119.508247
16.31,69,119.57681
14.07,93,119.655391
15.04,96,119.728557
14.35,65,119.792148
15.64,136,124.208066
16.23,77,124.261183
15.19,81,124.330776
16.47,53,124.371813
16.47,53,124.408343
15.41,59,124.467394
15.41,59,124.506947
18.12,88,124.591529
16.93,107,124.686116
16.29,71,124.750671
15.01,99,124.827239
14.07,93,124.894802
16.24,76,124.963364
14.44,56,125.284564
16.32,68,125.330599
15.39,61,125.383142
13.86,114,125.463751
14.77,123,125.568345
15.18,82,125.62391
17.24,76,125.69147
14.0,100,125.758548
15.24,76,125.823105
17.11,89,125.88616
15.36,64,125.935702
14.97,103,130.422394
16.3,70,130.48845
14.42,58,130.538499
13.86,114,130.637104
16.48,52,130.674135
18.09,91,130.751708
15.45,55,130.793755
16.47,53,130.839299
17.47,53,130.885841
15.44,56,130.928384
15.34,66,130.984437
18.36,64,131.042999
15.39,61,131.090534
17.34,66,131.1531
16.3,70,131.210655
17.47,53,131.267208
15.42,58,131.308749
15.32,68,131.364799
17.43,57,131.413851
17.42,58,131.468395
16.18,82,131.522959
15.43,57,131.576505
16.16,84,131.655082
15.42,58,131.707134
15.47,53,132.012402
15.48,52,132.055436
16.39,61,132.103489
16.51,49,132.14453
15.38,62,132.194071
17.31,69,132.253625
15.3,70,132.304677
16.21,79,132.381752
16.32,68,136.988992
15.4,60,137.028606
18.23,77,137.105193
15.34,66,137.168248
14.43,57,137.2218
16.51,49,137.265837
16.16,84,137.325397
14.47,53,137.369934
17.13,87,137.44901
15.36,64,137.511075
16.3,70,137.55812
17.31,69,137.628183
14.16,84,137.678728
15.18,82,137.750295
17.42,58,137.793337
17.33,67,137.863312
15.4,60,137.908852
17.11,89,137.986929
17.51,49,138.030786
15.44,56,138.074824
14.47,53,138.128876
18.53,47,138.159906
15.02,98,138.24449
15.5,50,138.288526
16.46,54,138.326066
15.49,51,138.371604
17.57,43,138.414147
15.51,49,138.458182
14.2,80,138.526248
16.17,83,138.595815
15.35,65,138.651382
15.51,49,138.953074
16.4,60,143.388075
13.88,112,143.481651
15.3,70,143.522688
15.38,62,143.589261
17.42,58,143.630297
17.42,58,143.683346
14.36,64,143.741898
15.34,66,143.801169
15.45,55,143.835203
15.46,54,143.865767
16.54,46,143.906348
13.24,76,143.970446
16.42,58,144.031328
15.54,46,144.065362
14.3,70,144.130422
16.38,62,144.186213
18.53,47,144.233251
15.53,47,144.270288
14.45,55,144.307328
16.37,63,144.369382
15.35,65,144.425436
16.36,64,144.487491
15.49,51,144.518015
14.42,58,144.567566
15.47,53,144.599595
15.52,48,144.63312
15.42,58,144.69168
16.45,55,144.734216
15.51,49,144.78226
15.39,61,144.831308
15.45,55,144.884862
15.5,50,144.931913
14.42,58,144.962539
15.5,50,144.995596
18.51,49,145.044146
15.1,90,149.578681
15.39,61,149.645748
16.45,55,149.700797
16.44,56,149.751344
14.46,54,149.798391
15.53,47,149.850937
15.32,68,150.189934
15.51,49,150.236481
15.92,108,150.317057
16.45,55,150.374115
16.47,53,150.424176
15.48,52,150.458763
14.39,61,150.505814
15.4,60,150.566871
16.54,46,150.606417
17.55,45,150.637943
14.48,52,150.695501
18.51,49,150.74154
14.41,59,150.792592
15.44,56,150.852647
14.33,67,150.902694
15.49,51,150.934725
15.3,70,150.99629
15.47,53,151.04333
17.2,80,151.121907
14.34,66,151.178964
14.41,59,151.217504
14.3,70,151.289068
14.47,53,151.325605
16.49,51,151.375149
14.52,48,151.414182
15.34,66,151.472236
15.54,46,151.507777
16.38,62,151.572834
15.5,50,156.327228
14.26,74,156.394792
15.44,56,156.446842
15.51,49,156.485876
16.47,53,156.543928
17.35,65,156.585474
16.45,55,156.63552
16.37,63,156.70108
14.48,52,156.751625
16.4,60,156.808184
15.38,62,156.865235
16.42,58,156.921289
15.44,56,156.981338
14.48,52,157.022882
15.48,52,157.074932
14.39,61,157.418314
16.27,73,157.481366
15.54,46,157.532412
16.54,46,157.574956
16.5,50,157.619527
16.51,49,157.670074
15.38,62,157.72963
18.52,48,157.778172
15.37,63,157.83973
15.52,48,157.889276
14.5,50,157.936324
15.48,52,157.98036
16.5,50,158.017906
17.48,52,158.066465
15.49,51,158.121292
16.53,47,158.174339
15.44,56,158.210377
16.45,55,158.263924
15.51,49,158.316483
15.49,51,158.36052
16.4,60,158.420081
16.52,48,158.457118
15.42,58,158.519685
14.49,51,163.224603
16.34,66,163.289662
14.51,49,163.3302
16.2,80,163.386255
15.46,54,163.425792
15.46,54,163.48134
16.17,83,163.555912
16.56,44,163.597952
13.36,64,163.651025
17.21,79,163.731097
15.55,45,163.771141
16.44,56,163.817714
15.54,46,163.853242
14.26,74,163.921804
15.52,48,163.97335
18.53,47,164.008421
14.38,62,164.055022
15.47,53,164.097093
15.54,46,164.145635
15.49,51,164.189675
14.44,56,164.24973
15.4,60,164.299276
16.43,57,164.756114
14.46,54,164.792642
15.52,48,164.83919
17.51,49,164.885748
15.56,44,164.930789
15.48,52,164.985839
15.51,49,165.031881
17.43,57,165.076427
16.52,48,165.111457
17.52,48,165.144489
17.44,56,165.184526
15.46,54,165.238576
16.53,47,165.269104
14.35,65,165.325658
15.57,43,165.363189
15.39,61,170.154631
15.53,47,170.192165
14.34,66,170.256232
15.55,45,170.299273
15.46,54,170.338816
17.32,68,170.414391
14.49,51,170.468939
15.54,46,170.497464
17.51,49,170.547517
15.56,44,170.590553
16.37,63,170.650111
16.49,51,170.706163
15.47,53,170.749744
17.53,47,170.780327
15.35,65,170.852394
15.46,54,170.89143
16.41,59,170.935479
16.47,53,170.990027
18.51,49,171.031569
16.52,48,171.082115
17.34,66,171.145183
15.37,63,171.210237
16.57,43,171.245777
15.49,51,171.291818
14.48,52,171.347377
16.56,44,171.379901
16.41,59,171.437464
14.18,82,171.506025
14.5,50,171.556075
14.41,59,171.601115
16.46,54,171.651167
17.52,48,171.696713
16.35,65,172.337605
16.45,55,172.377671
15.51,49,172.424711
16.4,60,172.471753
15.55,45,172.500279
14.49,51,177.285849
17.57,43,177.331396
16.57,43,177.369433
18.52,48,177.421479
18.57,43,177.461515
16.5,50,177.493043
17.57,43,177.535852
17.44,56,177.589991
15.57,43,177.638039
15.53,47,177.667564
15.39,61,177.712196
15.46,54,177.758272
16.44,56,177.811825
15.51,49,177.858877
15.36,64,177.92144
16.49,51,177.96999
15.56,44,178.012027
15.33,67,178.077096
17.54,46,178.127148
16.54,46,178.172184
18.55,45,178.202711
15.49,51,178.237253
14.32,68,178.295301
16.42,58,178.354863
13.35,65,178.416922
16.34,66,178.473976
17.54,46,178.518518
16.54,46,178.547552
14.43,57,178.601098
14.44,56,178.656661
14.48,52,178.709205
16.56,44,178.743262
15.46,54,178.790841
16.38,62,178.851402
16.44,56,178.909459
16.56,44,178.954251
15.49,51,178.992785
16.36,64,179.060856
14.2,80,179.118911
15.52,48,183.971617
15.53,47,184.009654
16.53,47,184.060202
16.5,50,184.721468
14.36,64,184.764051
17.53,47,184.792575
15.5,50,184.8211
15.32,68,184.892159
16.52,48,184.92419
19.56,44,184.962229
14.3,70,185.019287
18.52,48,185.050312
16.52,48,185.087346
14.49,51,185.129915
16.52,48,185.162488
16.57,43,185.206042
15.45,55,185.261111
14.47,53,185.295145
17.54,46,185.337689
15.48,52,185.393237
16.55,45,185.426774
17.52,48,185.468817
16.56,44,185.507855
17.47,53,185.567417
15.46,54,185.60851
19.57,43,185.657559
18.45,55,185.714616
15.57,43,185.74414
15.55,45,185.795195
16.44,56,185.84427
19.48,52,185.902836
19.57,43,185.947887
15.53,47,185.999434
16.49,51,186.037974
17.34,66,186.099028
17.56,44,186.134563
17.3,70,186.204143
18.54,46,186.23718
15.57,43,186.264198
15.52,48,186.307743
15.51,49,190.910836
18.55,45,190.951382
16.55,45,190.998929
15.55,45,191.032457
17.52,48,191.082005
16.45,55,191.134057
15.55,45,191.179101
16.53,47,191.21163
15.5,50,191.26769
16.57,43,191.30673
18.55,45,191.337261
15.32,68,191.409831
16.52,48,191.44336
18.55,45,192.628343
15.2,80,192.67243
15.57,43,192.710475
15.52,48,192.754626
15.42,58,192.796664
14.54,46,192.842696
15.54,46,192.882733
16.53,47,192.932278
16.54,46,192.969314
16.26,74,193.046389
14.51,49,193.097938
16.49,51,193.144986
17.51,49,193.187028
16.55,45,193.234063
15.43,57,193.289622
17.49,51,193.337671
16.5,50,193.380707
16.46,54,193.42076
16.36,64,193.476365
16.44,56,193.535923
16.48,52,193.581964
16.56,44,193.629512
16.53,47,193.670099
15.43,57,193.721647
16.57,43,193.768195
16.54,46,193.808232
17.45,55,193.847271
15.55,45,193.897819
15.5,50,198.597461
14.53,47,198.638521
16.53,47,198.687572
16.58,42,198.726621
16.94,106,198.802806
17.56,44,198.850855
14.52,48,198.880383
19.51,49,198.921421
16.52,48,198.972475
18.57,43,199.009524
15.56,44,199.057579
16.5,50,199.091109
15.52,48,199.126142
19.54,46,199.176195
18.58,42,199.213395
17.22,78,199.292981
17.55,45,199.325016
17.53,47,199.371566
15.09,91,199.452146
15.57,43,199.487186
18.53,47,200.575912
16.22,78,200.631456
18.38,62,200.683975
17.56,44,200.725975
16.5,50,200.762489
16.42,58,200.812488
15.43,57,200.867998
16.47,53,200.921998
16.44,56,200.982508
16.78,122,201.093018
14.01,199,201.287571
15.58,42,201.330574
16.42,58,201.386749
16.46,54,201.444805
16.5,50,206.356268
15.53,47,206.398309
17.48,52,206.444495
15.58,42,206.489041
14.42,58,206.547097
15.45,55,206.597146
15.56,44,206.643181
18.41,59,206.694739
14.53,47,206.731271
14.43,57,206.783826
15.52,48,206.83738
16.46,54,206.886432
18.52,48,206.934973
16.45,55,206.981515
17.5,50,207.031062
15.53,47,207.076117
16.39,61,207.12866
15.48,52,207.18171
15.53,47,207.21374
15.45,55,207.254782
17.51,49,207.296328
16.56,44,207.329859
15.52,48,207.374906
15.39,61,207.42345
16.46,54,207.457485
17.46,54,207.516542
15.57,43,207.562084
16.56,44,207.591612
14.53,47,207.637156
15.55,45,207.680707
15.49,51,208.539041
17.5,50,208.580577
16.56,44,208.614606
15.46,54,208.650132
15.52,48,208.691197
15.54,46,208.739797
17.51,49,208.775337
15.46,54,208.818372
15.52,48,208.856411
15.56,44,208.900954
14.51,49,208.944498
15.52,48,213.523493
18.35,65,213.591555
15.58,42,213.626594
15.46,54,213.673136
18.58,42,213.704669
14.47,53,213.749703
17.5,50,213.789741
17.51,49,213.82227
15.34,66,213.885835
17.56,44,213.927874
15.38,62,213.969913
15.34,66,214.030968
17.51,49,214.073069
15.55,45,214.117114
16.48,52,214.151638
15.54,46,214.185677
14.49,51,214.225713
16.34,66,214.28977
15.53,47,214.334318
18.53,47,214.383357
17.36,64,214.44392
18.57,43,214.47445
15.53,47,214.50398
14.53,47,214.54802
16.47,53,214.596072
15.52,48,214.644316
15.36,64,214.68591
16.57,43,214.729948
15.49,51,214.78101
19.57,43,214.824557
16.52,48,214.877104
14.53,47,214.910632
16.53,47,214.950668
15.5,50,215.004723
16.52,48,215.040255
16.57,43,215.0773
15.45,55,215.133353
16.56,44,215.169931
14.42,58,215.955068
16.56,44,215.992096
15.5,50,220.560416
16.54,46,220.605466
14.42,58,220.665522
17.57,43,220.712066
16.49,51,220.763115
17.54,46,220.802151
16.44,56,220.859211
17.57,43,220.890246
16.47,53,220.937794
14.41,59,220.994352
13.24,76,221.067921
15.15,85,221.143493
15.53,47,221.172022
18.52,48,221.214568
16.48,52,221.261609
18.51,49,221.30021
19.54,46,221.350756
19.58,42,221.381285
18.54,46,221.416321
16.5,50,221.470868
15.54,46,221.505909
14.39,61,221.549948
19.55,45,221.596499
14.49,51,221.631026
14.42,58,221.684596
15.51,49,221.727668
16.57,43,221.772208
14.53,47,221.807292
14.52,48,221.840869
15.43,57,221.903941
17.55,45,221.949985
16.46,54,222.003568
17.47,53,222.053117
17.56,44,222.089652
15.54,46,222.135196
17.54,46,222.181238
15.55,45,222.228783
16.54,46,222.264819
18.58,42,222.29184
19.44,56,222.345925
15.54,46,222.376467
16.42,58,227.094556
15.51,49,227.141594
17.57,43,227.190644
14.49,51,227.238187
14.39,61,227.291245
17.52,48,227.323303
16.52,48,227.373344
17.54,46,227.80358
14.51,49,227.847619
16.56,44,227.876145
19.53,47,227.941708
21.01,99,228.009778
-18.23,223,228.199462
-17.02,102,228.283545
22.69,131,228.404162
-16.97,97,228.472218
21.85,115,228.59234
20.01,99,228.707967
21.68,132,228.838101
-17.11,111,228.953212
22.91,109,229.063827
19.91,109,229.176931
20.72,128,229.29405
21.03,97,234.111375
19.95,105,234.198461
19.8,120,234.305644
19.86,114,234.409886
21.0,100,234.499516
-16.94,94,234.598125
20.99,101,234.682263
19.94,106,234.785401
23.06,94,235.374111
-18.04,104,235.457683
21.79,121,235.555152
20.02,98,235.65124
-18.17,117,235.744871
-17.15,115,235.829451
23.87,113,235.939555
19.69,131,236.068682
22.93,107,236.155805
20.02,98,236.251894
-16.98,98,236.345491
-17.12,112,241.161169
24.87,113,241.252256
-16.98,98,241.349846
20.02,98,241.451442
24.05,95,241.549058
25.05,95,241.648149
24.07,93,241.732222
19.81,119,241.847804
20.01,99,241.939886
19.89,111,242.038498
19.91,109,242.15161
21.91,109,242.256719
-17.29,129,242.966584
-17.09,109,243.05666
19.89,111,243.14474
21.07,193,243.32491
-17.04,104,243.428506
22.89,111,243.512081
19.93,107,243.608676
19.72,128,248.308501
22.04,96,248.400092
-18.23,123,248.513224
20.01,99,248.583291
-16.92,92,248.672368
19.94,106,248.778968
20.96,104,248.88558
23.03,97,248.989681
21.88,112,249.091785
21.85,115,249.195395
20.89,111,249.31411
23.88,112,249.42772
22.95,105,249.543838
-17.24,124,249.640977
-17.19,119,249.74708
20.86,114,250.366671
21.9,110,250.456766
21.0,100,250.560041
21.81,119,255.467832
19.65,135,255.594967
20.64,136,255.724591
23.96,104,255.827688
20.95,105,255.928785
20.91,109,256.033419
20.85,115,256.129516
22.01,99,256.221612
24.82,118,256.322274
-17.13,113,256.416889
-18.24,124,256.55151
22.91,109,256.638096
19.61,139,256.767718
22.86,114,256.883822
23.01,99,256.979413
19.8,120,257.103659
22.0,100,257.207756
19.76,124,257.328865
22.86,114,262.385316
-17.18,118,263.517234
-17.37,137,263.639373
19.92,108,263.738967
19.4,160,263.876096
-17.02,102,263.975717
22.43,157,264.111848
20.99,101,264.198428
24.9,110,264.301546
-16.96,96,264.396131
-17.22,122,264.523751
23.94,106,264.625844
19.62,138,264.750468
20.96,104,264.835061
20.98,102,264.91864
23.05,95,265.011231
20.28,172,265.170303
22.72,128,269.965019
22.94,106,270.056108
22.56,144,270.194251
23.94,106,270.303359
20.59,141,270.422981
19.84,116,271.323975
20.45,155,271.475676
25.91,109,271.578779
21.56,144,271.725932
19.93,107,271.822535
20.08,92,271.906171
22.69,131,272.026789
21.69,131,272.15392
24.89,111,272.258042
20.82,118,272.362647
21.94,106,272.440732
23.67,133,272.578361
19.88,112,277.399312
23.79,121,277.504918
20.55,145,277.631047
20.67,133,277.763179
23.88,112,277.855269
20.81,119,277.967379
24.94,106,278.035532
-17.16,116,278.15515
21.83,117,278.853104
25.95,105,278.942756
21.49,151,279.076876
22.94,106,279.149452
20.57,143,279.273072
22.71,129,279.394192
23.93,107,279.481774
21.9,110,279.564359
20.59,141,279.685982
20.69,131,284.564335
22.62,138,284.688561
21.8,120,284.804225
-17.06,106,284.888833
19.79,121,284.977418
19.41,159,285.124561
-17.39,139,285.246684
20.75,125,285.358286
21.93,107,285.466904
20.86,114,285.573507
20.55,145,285.697189
19.99,201,286.278129
20.69,131,286.383
18.95,205,286.551672
21.58,142,291.222853
24.68,132,291.339471
19.52,148,291.488108
20.65,135,291.617229
24.92,108,291.732342
25.01,99,291.833438
19.93,107,291.936573
22.95,105,292.033669
