#{"t_start": 1769102440.7455916, "env_id": "None"}
r,l,t
13.82,118,132.289166
14.1,90,132.376258
16.14,86,136.997534
15.23,77,137.054154
15.19,81,137.132729
15.3,70,137.201289
16.1,90,137.280358
16.98,102,137.356935
15.12,88,137.435513
16.26,74,137.509582
16.16,84,137.568641
16.15,85,137.643211
15.28,72,137.693759
13.98,102,137.77233
16.11,89,137.862322
16.19,81,137.927883
14.21,79,137.995449
16.16,84,138.064329
15.26,74,138.1384
15.11,89,138.206467
15.23,77,138.274029
14.24,76,138.32808
17.33,67,138.394641
15.26,74,138.459195
15.54,146,138.579809
15.29,71,138.641881
13.07,93,143.363559
15.23,77,143.430125
16.18,82,143.495175
15.36,64,143.535716
17.3,70,143.611294
16.26,74,143.663836
14.99,101,143.760929
14.95,105,143.837216
15.33,67,143.876302
16.28,72,143.948403
14.67,133,144.060868
14.26,74,144.128437
16.35,65,144.186227
16.11,89,144.268302
16.08,92,144.338866
15.05,95,144.425445
15.08,92,144.504012
15.14,86,144.570579
17.08,92,144.628134
16.34,66,144.696201
14.26,74,144.752743
14.2,80,144.828321
14.18,82,144.905896
16.11,89,144.963552
15.26,74,145.018636
16.17,83,149.553168
15.18,82,149.635247
16.37,63,149.69781
14.25,75,149.762866
14.12,88,149.85495
18.26,74,150.199459
16.32,68,150.267017
15.16,84,150.32207
15.22,78,150.402656
13.19,81,150.463772
16.36,64,150.51383
15.32,68,150.584394
15.33,67,150.630446
14.15,85,150.717535
15.24,76,150.783589
16.21,79,150.866675
14.05,95,150.929235
15.16,84,151.002306
14.33,67,151.058362
16.17,83,151.14194
15.34,66,151.193992
15.0,100,151.283571
15.22,78,151.347635
17.39,61,151.394177
16.29,71,151.463741
14.22,78,151.526805
16.2,80,151.595875
14.15,85,156.391302
14.13,87,156.465365
17.35,65,156.533432
16.2,80,156.589487
15.27,73,156.661554
15.34,66,156.725616
15.17,83,156.807194
17.28,72,156.873251
16.34,66,156.935314
16.3,70,157.008384
15.27,73,157.073438
16.32,68,157.424327
16.28,72,157.489888
15.97,103,157.586494
14.28,72,157.658577
15.32,68,157.724136
15.28,72,157.797199
15.36,64,157.859761
16.37,63,157.919319
16.31,69,157.982373
15.05,95,158.060971
15.35,65,158.130813
14.25,75,158.198877
15.23,77,158.266443
14.25,75,158.34602
15.27,73,158.413584
15.27,73,158.475145
15.3,70,163.206606
16.12,88,163.288675
16.22,78,163.350232
17.26,74,163.400779
13.99,101,163.496368
14.16,84,163.568437
15.16,84,163.639528
16.37,63,163.706089
14.24,76,163.775664
17.28,72,163.836742
15.33,67,163.895792
16.25,75,163.968363
17.14,86,164.037992
16.36,64,164.080095
15.34,66,164.150651
17.26,74,164.221216
15.17,83,164.296286
17.22,78,164.766636
15.22,78,164.830693
16.25,75,164.904273
16.12,88,164.996362
14.33,67,165.050912
15.29,71,165.10847
16.28,72,165.157015
15.34,66,165.213064
15.14,86,165.277625
15.16,84,165.355195
16.35,65,170.147138
15.36,64,170.199687
18.25,75,170.277264
18.37,63,170.325314
17.34,66,170.394376
17.31,69,170.468953
18.25,75,170.525002
14.02,98,170.625102
16.35,65,170.689162
15.36,64,170.746749
14.35,65,170.796351
16.35,65,170.863916
15.87,113,170.947
15.32,68,171.010058
17.26,74,171.087637
15.29,71,171.155698
16.27,73,171.223266
16.31,69,171.287831
16.31,69,171.358896
14.11,89,171.434968
16.37,63,171.492023
17.12,88,171.5716
16.11,89,171.643671
17.24,76,171.709239
17.25,75,172.35666
15.35,65,172.416218
17.1,90,172.485778
16.27,73,177.280355
16.33,67,177.348428
16.36,64,177.417986
17.37,63,177.472038
16.36,64,177.525353
15.27,73,177.594004
16.29,71,177.65807
16.38,62,177.700105
15.31,69,177.758284
15.15,85,177.846378
15.33,67,177.903928
16.24,76,177.980511
14.05,95,178.068601
14.31,69,178.14367
16.26,74,178.202724
15.3,70,178.249774
15.31,69,178.315329
16.35,65,178.374392
15.38,62,178.44046
14.11,89,178.519531
16.27,73,178.569583
14.33,67,178.639655
15.25,75,178.716724
14.3,70,178.765831
17.23,77,178.845409
16.37,63,178.906469
18.4,60,178.96878
16.29,71,179.026339
15.3,70,179.093396
15.29,71,183.960121
16.26,74,184.020176
16.29,71,184.095244
17.33,67,184.750555
15.31,69,184.798098
14.25,75,184.85514
17.28,72,184.9177
16.31,69,184.978262
15.34,66,185.027304
16.36,64,185.074343
15.36,64,185.123893
18.36,64,185.168024
15.28,72,185.245608
16.36,64,185.290652
15.38,62,185.347208
15.38,62,185.403759
18.39,61,185.46032
18.32,68,185.519377
16.29,71,185.591472
15.38,62,185.650063
15.29,71,185.720629
18.25,75,185.791701
15.32,68,185.853299
15.34,66,185.926375
17.36,64,185.996445
14.28,72,186.049496
17.38,62,186.10855
15.26,74,186.180619
18.28,72,186.237194
15.38,62,186.276224
16.32,68,186.338788
14.2,80,190.977923
14.29,71,191.036977
17.27,73,191.113546
14.33,67,191.176111
15.36,64,191.22666
16.3,70,191.301233
17.36,64,191.345273
14.29,71,191.422354
16.33,67,192.621833
15.22,78,192.665428
15.3,70,192.721997
18.33,67,192.775655
14.28,72,192.842709
15.35,65,192.903766
15.38,62,192.959818
16.38,62,193.026383
15.89,111,193.138492
16.39,61,193.186038
17.38,62,193.245592
14.25,75,193.324163
15.35,65,193.37972
17.29,71,193.431305
16.18,82,193.511907
16.39,61,193.571467
14.11,89,193.655578
17.36,64,193.712151
19.33,67,193.786226
14.02,98,193.860794
15.32,68,198.587965
17.37,63,198.639534
16.15,85,198.724114
16.31,69,198.770262
17.3,70,198.835846
16.3,70,198.886902
15.34,66,198.949469
16.33,67,199.010537
17.29,71,199.077611
19.38,62,199.117648
15.34,66,199.18872
17.32,68,199.248952
15.39,61,199.30701
15.37,63,199.362069
18.38,62,199.426634
16.17,83,199.491199
17.29,71,200.599946
14.33,67,200.64148
16.32,68,200.704988
17.33,67,200.759501
16.27,73,200.822501
16.35,65,200.880011
16.37,63,200.952521
14.01,99,201.052032
18.35,65,201.108031
15.29,71,201.177073
15.36,64,201.235076
16.3,70,201.307584
17.21,79,201.384755
14.2,80,201.466339
15.19,81,206.407832
15.37,63,206.465032
15.36,64,206.530091
16.26,74,206.599159
15.28,72,206.674731
16.36,64,206.717774
17.17,83,206.799355
15.24,76,206.87493
17.33,67,206.945495
14.25,75,207.009056
16.15,85,207.08664
19.32,68,207.151691
15.31,69,207.20925
18.35,65,207.256795
17.37,63,207.307852
17.35,65,207.368412
15.34,66,207.41996
17.37,63,207.460502
16.38,62,207.530065
16.39,61,207.583115
14.2,80,207.656186
17.3,70,208.532545
17.36,64,208.587098
15.21,79,208.642636
14.34,66,208.697719
15.31,69,208.760332
15.17,83,208.826894
17.32,68,208.885455
16.36,64,208.944508
17.34,66,213.543021
17.28,72,213.616095
18.3,70,213.672646
16.24,76,213.738207
15.27,73,213.791754
18.35,65,213.835301
16.17,83,213.922378
16.15,85,213.979435
15.32,68,214.048001
16.38,62,214.107617
15.31,69,214.152651
18.39,61,214.1972
18.39,61,214.249745
17.36,64,214.309803
15.33,67,214.38137
14.3,70,214.447939
16.33,67,214.492977
17.29,71,214.552033
17.28,72,214.619103
15.37,63,214.6669
17.37,63,214.724452
17.29,71,214.797042
16.34,66,214.866608
16.35,65,214.916152
16.39,61,214.976207
16.98,102,215.057289
17.37,63,215.124857
14.38,62,215.179454
14.05,95,215.994612
16.39,61,220.577952
15.36,64,220.637007
16.36,64,220.706076
16.17,83,220.782147
17.37,63,220.845712
15.37,63,220.895766
15.38,62,220.950316
17.37,63,221.018387
16.34,66,221.07795
17.39,61,221.135
15.26,74,221.180545
17.26,74,221.253112
16.83,117,221.360277
17.37,63,221.400317
15.38,62,221.467881
15.21,79,221.525937
13.96,104,221.61553
15.39,61,221.671074
17.37,63,221.719172
14.35,65,221.789248
18.32,68,221.833355
16.3,70,221.904451
16.3,70,221.977059
17.31,69,222.044621
17.38,62,222.096172
17.33,67,222.161232
18.35,65,222.228796
15.35,65,222.278344
16.04,96,222.357466
15.33,67,227.074043
17.39,61,227.137607
15.29,71,227.211676
15.34,66,227.276242
14.29,71,227.321808
15.37,63,227.389881
15.31,69,227.838123
15.37,63,227.880661
18.37,63,227.955736
19.26,174,228.081861
-5.0,500,228.517279
17.39,361,228.908187
-5.0,500,234.114891
-5.0,500,234.567105
-5.0,500,235.505606
-5.0,500,235.942568
-5.0,500,236.396617
-5.0,500,241.606123
-5.0,500,242.074548
-5.0,500,243.124732
-5.0,500,243.573151
-5.0,500,248.589311
-5.0,500,249.0898
22.56,144,249.223429
-5.0,500,249.696042
1.0,500,255.476353
-5.0,500,255.950836
-5.0,500,256.392865
-5.0,500,256.874326
-5.0,500,257.379423
-18.7,270,263.59084
17.59,341,263.900164
-5.0,500,264.350106
16.84,416,264.757481
20.07,193,264.915151
17.08,492,270.039103
17.43,357,270.390462
-5.0,500,271.652871
-5.0,500,272.124404
-5.0,500,272.576871
-5.0,500,277.754682
18.01,399,278.086095
19.65,335,278.977296
-5.0,500,279.403712
-5.0,500,284.593878
16.92,408,284.938394
0.0,500,285.387836
21.75,225,285.594538
19.36,264,286.231105
21.36,364,286.536665
19.41,159,291.217357
19.0,300,291.504637
19.1,290,291.790411
20.1,190,291.977626
18.71,229,292.189903
20.23,277,292.440173
20.53,147,292.563289
-18.59,259,292.775009
-19.13,213,292.961728
19.36,264,298.163523
22.17,183,298.332195
19.63,137,298.465328
20.25,175,298.643507
20.94,206,298.840706
21.66,234,299.060934
19.88,412,299.435887
20.6,140,299.560012
18.92,308,299.839046
18.17,283,304.982313
22.53,147,305.121944
19.38,162,305.546748
19.4,160,305.683379
-18.56,156,305.824537
21.51,149,305.967175
20.8,120,306.089295
21.42,158,306.24195
21.36,164,306.374071
21.26,174,306.539734
20.22,178,306.708393
-17.95,195,306.882593
23.48,152,311.780082
20.16,184,311.950742
20.49,151,312.101889
-17.53,153,312.243834
20.58,142,312.372957
21.31,169,312.793968
21.93,207,312.978162
19.64,236,313.200934
20.47,153,313.350584
22.13,187,313.523739
19.44,156,313.675383
20.29,171,313.831029
21.16,184,318.698401
20.64,136,318.819017
19.71,129,318.929646
20.16,184,319.102308
-17.68,168,319.226444
20.27,173,319.401616
19.18,182,319.563768
20.69,131,319.698391
22.67,133,320.341626
19.56,244,320.575325
21.38,162,320.722143
20.19,181,320.897163
20.06,194,326.141584
21.37,163,326.301733
19.16,184,326.4804
23.29,171,326.649065
21.18,182,326.813224
-17.57,157,326.977496
-17.53,153,327.087646
20.6,140,327.203792
19.39,161,327.344435
21.05,195,327.522606
19.36,164,328.297404
21.57,143,328.426546
19.86,214,333.218166
23.4,160,333.374312
20.29,171,333.519001
20.62,138,333.636112
20.21,179,333.81189
21.49,151,333.951523
23.32,168,334.099704
22.58,142,334.246837
-17.49,149,334.364965
19.91,209,334.565155
19.18,182,334.712796
20.26,174,334.85544
20.26,174,334.97962
20.35,165,340.157833
22.54,146,340.271442
19.98,202,340.466635
21.33,167,340.618286
21.68,132,340.712415
23.23,177,340.876577
22.37,163,341.037735
21.29,171,341.199388
20.4,160,341.332484
19.11,189,341.493198
19.13,187,341.645843
21.69,131,341.765954
20.07,193,346.541412
20.62,138,346.664767
23.63,137,346.788439
21.28,172,347.666109
19.69,131,347.766705
-17.59,159,347.893915
-17.45,145,348.037109
21.42,158,348.184315
19.31,169,348.324531
20.56,144,348.466176
19.78,122,348.577291
20.45,155,348.718436
20.68,132,348.846576
21.19,181,353.794332
23.29,171,353.946004
19.3,170,354.106312
20.73,127,354.236942
-17.6,160,354.389606
20.43,157,354.544666
22.67,133,354.676838
20.6,140,355.760759
20.09,191,355.911951
21.75,125,356.036065
23.0,200,356.225753
22.35,165,356.36039
-17.34,134,356.479107
19.09,191,361.359397
19.41,159,361.51305
20.28,172,361.67691
20.45,155,361.814759
20.46,154,361.948411
21.07,193,362.140603
-18.46,146,362.283242
20.69,131,362.380972
21.36,164,362.533673
19.48,152,363.598453
21.52,148,363.713124
-17.37,137,363.811713
19.39,161,363.96236
21.77,123,364.067956
-17.49,149,368.93406
19.57,143,369.061247
18.85,215,369.269941
-17.54,154,369.41508
21.64,136,369.531243
-17.23,123,369.639842
21.78,222,369.864974
22.4,160,370.024178
22.44,156,370.157251
21.37,163,370.307114
20.58,142,370.441252
19.67,133,370.542856
19.66,134,371.70473
18.57,243,376.636281
20.44,156,376.785933
21.65,135,376.919059
20.46,154,377.061703
20.29,171,377.204334
20.3,170,377.355667
22.29,171,377.522822
23.07,193,377.674069
21.81,119,377.789176
20.61,139,377.925802
22.3,170,378.095453
19.59,141,378.235574
21.48,152,383.196832
22.74,126,383.319965
22.57,143,383.447172
20.55,145,384.360841
20.7,130,384.465437
23.42,158,384.618604
19.65,135,384.761237
19.64,136,384.885875
19.37,163,385.03406
-17.72,172,385.195254
21.43,157,385.322381
20.5,150,385.473068
19.05,195,385.652226
20.51,149,385.781367
21.68,132,390.615927
-17.5,150,390.770578
21.28,172,390.922724
20.12,188,391.117412
21.6,140,391.239024
19.19,181,392.096195
20.16,184,392.26037
22.68,132,392.37448
19.58,142,392.517111
20.46,154,392.632804
21.62,138,392.738413
22.36,164,392.896063
23.26,174,393.067009
21.51,149,397.973762
19.58,142,398.11591
20.1,190,398.293125
22.75,225,398.479971
22.22,178,398.652158
21.47,153,398.781276
20.23,177,398.941428
20.51,149,399.676162
20.54,146,399.807775
24.63,137,399.940393
20.39,161,400.096539
23.37,163,400.239688
-17.97,197,405.049138
19.55,145,405.18877
22.27,173,405.350987
20.52,148,405.467634
20.33,167,405.620285
21.51,149,405.756925
19.22,178,405.922085
23.4,160,406.073731
23.24,176,406.21697
20.65,135,406.339586
-17.49,149,406.454195
22.26,174,407.42402
22.39,161,407.530619
22.46,154,412.55964
22.46,154,412.717806
21.33,167,412.889807
20.71,129,413.014444
22.52,148,413.162098
24.41,159,413.318267
21.44,156,413.442391
21.54,146,413.582047
22.32,168,413.744217
-17.55,155,413.878397
19.47,153,414.023049
19.68,132,414.137158
21.54,146,414.258778
21.36,164,419.200023
-17.3,130,420.359922
21.37,163,420.472137
20.08,192,420.657836
20.48,152,420.795504
20.59,141,420.915632
23.56,144,421.065789
23.34,166,421.206429
19.61,139,421.323547
23.47,153,421.473704
20.7,130,421.59533
20.61,139,421.740484
22.6,140,421.870622
22.25,175,422.048818
