#{"t_start": 1768807640.9609017, "env_id": "None"}
r,l,t
23.526388,10,591.577359
47.28312,19,592.065861
91.266653,55,592.793401
35.695316,14,593.123401
99.492552,55,593.538402
36.921501,20,593.714906
72.776162,30,593.921403
31.116709,26,594.126902
194.880621,108,595.558901
81.437688,50,596.943941
74.628583,42,597.772941
33.382527,21,598.640061
31.390854,15,599.001068
24.398958,7,599.154569
57.679328,28,599.826568
25.107648,12,600.000068
30.613184,20,600.200567
55.20643,28,600.576068
53.148276,34,601.110068
27.979715,9,601.440568
145.70109,87,602.697068
43.591366,28,603.544068
138.124483,79,604.140068
174.350673,113,605.950576
69.603401,74,606.692572
145.951472,64,607.246074
27.606068,8,607.413571
27.628177,8,607.582571
24.779129,11,607.919071
33.068123,13,608.255071
116.821176,53,608.980071
83.162299,61,610.176615
25.021591,8,610.712614
154.911055,161,612.402614
27.766791,19,612.599614
31.551501,20,613.107155
76.432062,38,613.804155
34.773832,18,614.300655
29.752316,14,614.485655
23.86607,11,614.807155
45.060684,31,615.334155
127.177019,77,615.779655
248.406936,132,617.142655
40.614575,34,617.694155
41.462967,38,618.228156
83.767137,35,618.769155
35.799548,18,619.099155
244.990958,122,625.039696
70.110899,34,625.446196
34.831868,18,625.656696
36.623113,14,625.855196
207.813917,96,627.290196
339.201821,166,628.785196
27.082347,13,628.986697
26.822448,11,629.178696
51.433075,31,629.587196
26.636767,13,629.778197
27.636786,8,629.961696
55.17657,21,634.799057
44.581481,29,635.447559
26.830115,14,635.634558
23.640177,9,635.967058
29.23481,12,636.322558
71.237998,48,636.563559
80.174037,38,637.251058
29.612352,21,637.763558
113.191592,57,638.641058
45.005346,31,639.165058
43.704884,20,639.350058
79.716242,60,640.776558
199.576881,193,642.773058
54.666179,34,643.278058
40.167486,17,643.461058
63.34858,41,643.864558
141.818565,86,645.27506
92.796412,62,646.700058
71.050968,39,647.723558
34.609512,20,648.086058
169.462069,97,649.495558
95.49042,48,649.907058
54.684817,27,650.268558
27.87764,11,650.595058
51.60559,24,651.118071
29.813795,10,651.289597
52.550895,23,651.816597
33.032028,33,652.506097
143.678841,88,654.102097
167.166026,78,655.330096
57.104364,20,655.538097
73.697996,40,656.092599
67.141706,39,656.466097
49.783522,27,656.682596
151.404947,77,657.566098
60.30716,42,662.830103
31.473178,11,663.162103
167.101343,95,664.936103
44.227579,24,665.462603
29.314329,12,666.106606
30.880886,29,666.464606
96.754862,51,667.003606
68.524095,53,667.556606
317.628878,172,670.351606
51.349613,43,671.210106
57.167816,43,671.941106
44.125581,25,672.448106
100.49829,51,673.645643
128.195916,94,675.102143
44.062163,23,675.297643
42.500896,52,675.701143
60.005099,51,676.349646
47.639401,28,676.856144
52.986926,20,677.388143
86.011918,36,677.922143
26.942747,12,678.274643
63.438205,28,678.467143
27.711575,9,678.631143
74.491185,44,679.50165
30.149281,10,679.823146
141.671048,80,681.115143
34.737783,15,681.448143
27.144769,9,681.616143
43.675779,17,681.958143
30.650743,16,682.148143
100.380735,47,683.402643
30.570853,13,683.917645
49.38515,26,684.409643
103.563866,57,685.495183
76.140613,59,686.049188
64.322111,41,686.590181
61.523912,43,687.120181
185.629438,109,687.938684
32.31351,20,688.134182
26.7984,14,688.508681
109.254814,63,689.839181
87.765737,49,690.693681
154.30128,90,692.134181
260.982565,130,693.462181
76.367307,34,693.835681
23.909987,11,694.173181
73.5511,39,694.545218
33.87171,13,694.840219
44.684637,21,695.217718
42.754908,15,699.937718
25.703867,10,700.122718
174.806136,99,701.25122
176.101377,118,702.544219
24.796446,12,702.884218
25.606468,19,703.065718
80.913548,38,703.743719
126.824816,86,704.652219
35.214116,18,704.990218
73.8021,36,705.810218
71.556748,50,706.813718
32.294764,17,707.164218
36.746622,28,707.859719
28.058926,16,708.207719
80.532376,52,709.118718
51.881592,32,709.504218
139.125945,69,710.222718
298.051076,187,713.174302
45.588388,31,713.518302
103.188257,52,714.105302
176.86719,107,715.035803
155.423424,88,715.783303
116.828171,45,716.460341
40.008628,22,716.83284
241.088253,163,718.722347
356.236104,203,720.658347
50.414315,19,720.861348
30.177604,17,721.377847
