#{"t_start": 1768629503.048313, "env_id": "None"}
r,l,t
-30.0,500,1582.31584
-30.0,500,1582.861062
-30.0,500,1583.423394
-30.0,500,1583.984596
-30.0,500,1584.567259
-147.25,500,1585.163568
-30.0,500,1585.94085
-30.0,500,1586.516875
-30.0,500,1603.006308
-30.0,500,1603.584562
-30.0,500,1604.166524
-30.0,500,1604.733908
-30.0,500,1605.306542
-30.0,500,1605.861912
-30.0,500,1606.434072
-30.0,500,1607.002441
-26.123666,500,1607.55689
-30.0,500,1608.3398
-30.0,500,1615.436833
-30.0,500,1616.002797
-30.0,500,1616.552583
-30.0,500,1617.104747
-30.0,500,1617.657021
-30.0,500,1618.198736
-30.0,500,1618.753814
-30.0,500,1619.310484
-30.0,500,1619.87976
-30.0,500,1620.435764
-30.0,500,1636.688453
-30.0,500,1637.470089
-30.0,500,1638.060485
-30.0,500,1638.649597
-30.0,500,1639.240963
-30.0,500,1639.839492
-30.0,500,1640.422914
-32.130968,500,1641.027908
-30.0,500,1641.604823
-30.0,500,1642.168663
-30.0,500,1648.745791
-30.0,500,1649.327652
-30.0,500,1649.880809
-30.0,500,1650.458637
-30.0,500,1651.216606
-104.5,500,1651.792864
-30.0,500,1652.34756
-30.0,500,1652.92185
-30.0,500,1653.491874
-30.0,500,1654.056839
-30.0,500,1671.027449
-30.0,500,1671.580682
-30.0,500,1672.136058
-39.75,500,1672.719922
-155.0,500,1673.280561
-30.0,500,1673.854038
-30.0,500,1674.638388
-30.0,500,1675.213899
-30.0,500,1675.772894
-30.0,500,1676.348216
-30.0,500,1692.624599
-30.0,500,1693.222721
-30.0,500,1693.812573
-30.0,500,1694.400596
-30.0,500,1694.97028
-30.0,500,1695.549063
-30.0,500,1696.114916
-30.0,500,1696.667486
-30.0,500,1697.441951
-30.0,500,1697.98656
-30.0,500,1704.407961
-30.0,500,1704.960691
-30.0,500,1705.556074
-30.0,500,1706.11568
-30.0,500,1706.699611
-52.160549,500,1707.256732
-142.25,500,1707.81946
-30.0,500,1708.396725
-30.0,500,1708.984495
-30.0,500,1709.749788
-30.0,500,1725.740759
-30.0,500,1726.298506
-30.0,500,1726.852713
-30.0,500,1727.409504
-155.0,500,1727.988488
-27.669883,500,1728.546443
-30.0,500,1729.094201
-30.0,500,1729.649864
-30.0,500,1730.221462
-30.0,500,1730.790697
-30.0,500,1747.057394
-30.0,500,1747.824623
-30.0,500,1748.43961
-30.0,500,1749.033643
-30.0,500,1749.652199
-30.0,500,1750.288973
-30.0,500,1750.898071
-30.0,500,1751.442569
-30.0,500,1751.99082
-30.0,500,1752.531721
-30.0,500,1758.674579
-30.0,500,1759.230351
-30.0,500,1759.898211
-30.0,500,1760.534847
-30.0,500,1761.290862
-30.0,500,1761.830019
-30.0,500,1762.378192
-105.75,500,1762.918009
-30.0,500,1763.455694
-30.0,500,1763.981174
-155.0,500,1779.09791
-30.0,500,1779.7528
-30.0,500,1780.331718
-30.0,500,1780.907245
-30.0,500,1781.510727
-30.0,500,1782.057194
-155.0,500,1782.62678
-30.0,500,1783.399377
-30.0,500,1783.930705
-30.0,500,1784.504216
-30.0,500,1790.670726
-30.0,500,1791.208662
-30.0,500,1791.76403
-30.0,500,1792.328279
-30.0,500,1792.890001
-30.0,500,1793.442728
-30.0,500,1794.002877
-30.0,500,1794.555791
-30.0,500,1795.318839
-30.0,500,1795.858275
-30.0,500,1812.277494
-50.25,500,1812.832601
-30.0,500,1813.388463
-30.0,500,1813.945785
-30.0,500,1814.504062
-92.5,500,1815.06948
-30.0,500,1815.620705
-30.0,500,1816.162393
-110.0,500,1816.728178
-30.0,500,1817.50368
-30.0,500,1833.08158
-30.0,500,1833.604707
-30.0,500,1834.156746
-30.0,500,1834.717385
-30.0,500,1835.404138
-25.443653,500,1835.983746
-30.0,500,1836.538712
-30.0,500,1837.114594
-30.0,500,1837.668163
-30.0,500,1838.279732
-30.0,500,1845.522511
-30.0,500,1846.111784
-30.0,500,1846.702505
-30.0,500,1847.246503
-30.0,500,1847.799368
-30.0,500,1848.34629
-30.0,500,1848.896924
-30.0,500,1849.444491
-30.0,500,1850.172516
-30.0,500,1850.747456
-30.0,500,1866.51001
-30.0,500,1867.077948
-30.0,500,1867.862845
-30.0,500,1868.419619
-30.0,500,1868.992584
-30.0,500,1869.568343
-30.0,500,1870.138452
-30.0,500,1870.718302
-155.0,500,1871.317744
-30.0,500,1871.886801
-28.713322,500,1878.531318
-30.0,500,1879.092491
-30.0,500,1879.686604
-30.0,500,1880.439994
-30.0,500,1881.061697
-30.0,500,1881.835973
-30.0,500,1882.438636
-30.0,500,1883.000015
-29.504864,500,1883.589622
-30.0,500,1884.144603
-27.673793,500,1900.347827
-30.0,500,1900.903036
-30.0,500,1901.47084
-30.0,500,1902.038132
-30.0,500,1902.803361
-30.0,500,1903.414257
-30.0,500,1904.011522
-25.546363,500,1904.625985
-30.0,500,1905.241982
-30.0,500,1905.780088
-30.0,500,1920.972623
-30.0,500,1921.557616
-30.0,500,1922.094526
-30.0,500,1922.654303
-30.0,500,1923.195689
-30.0,500,1923.749722
-30.0,500,1924.292452
-30.0,500,1925.315667
-30.0,500,1925.884098
-30.0,500,1926.424199
-30.0,500,1933.160878
-30.0,500,1933.702975
-30.0,500,1934.25465
-30.0,500,1934.807284
-30.0,500,1935.354146
-30.0,500,1935.894802
-30.0,500,1936.451916
-30.0,500,1936.990873
-30.0,500,1937.522372
-30.0,500,1938.231625
-30.0,500,1953.334757
